,ID,Score,Program
1598,KUCAT_2019_808,849,ce
1599,KUCAT_2019_809,586,pharma
1600,KUCAT_2019_810,883,pharma
1601,KUCAT_2019_811,724,pharma
1602,KUCAT_2019_812,368,pharma
1603,KUCAT_2019_813,735,arch
1604,KUCAT_2019_814,1091,civil
1605,KUCAT_2019_815,541,ce
1606,KUCAT_2019_816,665,ce
1607,KUCAT_2019_817,452,pharma
1608,KUCAT_2019_818,752,civil
1609,KUCAT_2019_819,676,ce
1610,KUCAT_2019_820,718,auto
1611,KUCAT_2019_821,561,civil
1612,KUCAT_2019_822,765,hydro
1613,KUCAT_2019_823,626,arch
1614,KUCAT_2019_824,653,bio
1615,KUCAT_2019_825,874,chem
1616,KUCAT_2019_826,508,ce
1617,KUCAT_2019_827,1428,civil
1618,KUCAT_2019_828,467,ce
1619,KUCAT_2019_829,669,ce
1620,KUCAT_2019_8302(See endnotes),463,arch
1621,KUCAT_2019_831,598,civil
1622,KUCAT_2019_832,616,chem
1623,KUCAT_2019_833,1038,ce
1624,KUCAT_2019_834,699,civil
1625,KUCAT_2019_835,673,civil
1626,KUCAT_2019_792,586,geo
1627,KUCAT_2019_793,589,ce
1628,KUCAT_2019_794,907,civil
1629,KUCAT_2019_795,582,civil
1630,KUCAT_2019_796,558,cs
1631,KUCAT_2019_797,682,design
1632,KUCAT_2019_798,513,civil
1633,KUCAT_2019_799,687,ce
1634,KUCAT_2019_800,544,ce
1635,KUCAT_2019_801,525,ce
1636,KUCAT_2019_802,447,cs
1637,KUCAT_2019_803,597,bio
1638,KUCAT_2019_804,722,pharma
1639,KUCAT_2019_805,418,civil
1640,KUCAT_2019_806,762,ce
1641,KUCAT_2019_807,630,civil
1642,KUCAT_2019_808,849,ce
1643,KUCAT_2019_809,586,pharma
1644,KUCAT_2019_810,883,pharma
1645,KUCAT_2019_811,724,pharma
1646,KUCAT_2019_812,368,pharma
1647,KUCAT_2019_813,735,arch
1648,KUCAT_2019_814,1091,civil
1649,KUCAT_2019_815,541,ce
1650,KUCAT_2019_816,665,ce
1651,KUCAT_2019_817,452,pharma
1652,KUCAT_2019_818,752,civil
1653,KUCAT_2019_819,676,ce
1654,KUCAT_2019_820,718,auto
1655,KUCAT_2019_821,561,civil
1656,KUCAT_2019_822,765,hydro
1657,KUCAT_2019_823,626,arch
1658,KUCAT_2019_824,653,bio
1659,KUCAT_2019_825,874,chem
1660,KUCAT_2019_826,508,ce
1661,KUCAT_2019_827,1428,civil
1662,KUCAT_2019_828,467,ce
1663,KUCAT_2019_829,669,ce
1664,KUCAT_2019_8302(See endnotes),463,arch
1665,KUCAT_2019_831,598,civil
1666,KUCAT_2019_832,616,chem
1667,KUCAT_2019_833,1038,ce
1668,KUCAT_2019_834,699,civil
1669,KUCAT_2019_835,673,civil
1670,KUCAT_2019_836,631,ce
1671,KUCAT_2019_837,683,ce
1672,KUCAT_2019_838,414,civil
1673,KUCAT_2019_839,499,civil
1674,KUCAT_2019_840,938,civil
1675,KUCAT_2019_841,713,energy
1676,KUCAT_2019_842,823,communication
1677,KUCAT_2019_843,673,ce
1678,KUCAT_2019_844,680,cs
1679,KUCAT_2019_845,899,communication
1680,KUCAT_2019_846,834,civil
1681,KUCAT_2019_847,627,ce
1682,KUCAT_2019_848,696,civil
1683,KUCAT_2019_849,661,cs
1684,KUCAT_2019_850,830,enve
1685,KUCAT_2019_851,658,ce
1686,KUCAT_2019_852,912,ce
1687,KUCAT_2019_853,649,ce
1688,KUCAT_2019_854,1007,ce
1689,KUCAT_2019_855,415,civil
1690,KUCAT_2019_856,697,civil
1691,KUCAT_2019_857,798,civil
1692,KUCAT_2019_858,499,geo
1693,KUCAT_2019_859,731,civil
1694,KUCAT_2019_860,1013,ce
1695,KUCAT_2019_861,462,geo
1696,KUCAT_2019_862,609,civil
1697,KUCAT_2019_863,606,ce
1698,KUCAT_2019_864,790,ce
1699,KUCAT_2019_865,685,bio
1700,KUCAT_2019_866,721,civil
1701,KUCAT_2019_867,599,ce
1702,KUCAT_2019_868,761,civil
1703,KUCAT_2019_869,494,civil
1704,KUCAT_2019_870,712,ce
1705,KUCAT_2019_871,755,civil
1706,KUCAT_2019_872,1051,civil
1707,KUCAT_2019_873,754,ce
1708,KUCAT_2019_874,882,civil
1709,KUCAT_2019_875,730,geo
1710,KUCAT_2019_876,489,ce
1711,KUCAT_2019_877,690,ce
1712,KUCAT_2019_878,1184,civil
1713,KUCAT_2019_879,691,cs
1714,KUCAT_2019_836,631,ce
1715,KUCAT_2019_837,683,ce
1716,KUCAT_2019_838,414,civil
1717,KUCAT_2019_839,499,civil
1718,KUCAT_2019_840,938,civil
1719,KUCAT_2019_841,713,energy
1720,KUCAT_2019_842,823,communication
1721,KUCAT_2019_843,673,ce
1722,KUCAT_2019_844,680,cs
1723,KUCAT_2019_845,899,communication
1724,KUCAT_2019_846,834,civil
1725,KUCAT_2019_847,627,ce
1726,KUCAT_2019_848,696,civil
1727,KUCAT_2019_849,661,cs
1728,KUCAT_2019_850,830,enve
1729,KUCAT_2019_851,658,ce
1730,KUCAT_2019_852,912,ce
1731,KUCAT_2019_853,649,ce
1732,KUCAT_2019_854,1007,ce
1733,KUCAT_2019_855,415,civil
1734,KUCAT_2019_856,697,civil
1735,KUCAT_2019_857,798,civil
1736,KUCAT_2019_858,499,geo
1737,KUCAT_2019_859,731,civil
1738,KUCAT_2019_860,1013,ce
1739,KUCAT_2019_861,462,geo
1740,KUCAT_2019_862,609,civil
1741,KUCAT_2019_863,606,ce
1742,KUCAT_2019_864,790,ce
1743,KUCAT_2019_865,685,bio
1744,KUCAT_2019_866,721,civil
1745,KUCAT_2019_867,599,ce
1746,KUCAT_2019_868,761,civil
1747,KUCAT_2019_869,494,civil
1748,KUCAT_2019_870,712,ce
1749,KUCAT_2019_871,755,civil
1750,KUCAT_2019_872,1051,civil
1751,KUCAT_2019_873,754,ce
1752,KUCAT_2019_874,882,civil
1753,KUCAT_2019_875,730,geo
1754,KUCAT_2019_876,489,ce
1755,KUCAT_2019_877,690,ce
1756,KUCAT_2019_878,1184,civil
1757,KUCAT_2019_879,691,cs
1758,KUCAT_2019_880,535,arch
1759,KUCAT_2019_881,697,ce
1760,KUCAT_2019_882,741,ce
1761,KUCAT_2019_883,816,civil
1762,KUCAT_2019_884,706,ce
1763,KUCAT_2019_885,638,civil
1764,KUCAT_2019_886,580,ce
1765,KUCAT_2019_887,674,ce
1766,KUCAT_2019_888,662,civil
1767,KUCAT_2019_889,778,civil
1768,KUCAT_2019_890,608,civil
1769,KUCAT_2019_891,713,pharma
1770,KUCAT_2019_892,583,ce
1771,KUCAT_2019_893,907,ce
1772,KUCAT_2019_894,605,civil
1773,KUCAT_2019_895,958,ce
1774,KUCAT_2019_896,833,ce
1775,KUCAT_2019_897,663,civil
1776,KUCAT_2019_898,681,geo
1777,KUCAT_2019_899,511,ce
1778,KUCAT_2019_900,585,cs
1779,KUCAT_2019_901,952,ce
1780,KUCAT_2019_902,587,envs
1781,KUCAT_2019_903,713,geo
1782,KUCAT_2019_904,611,geo
1783,KUCAT_2019_905,805,ce
1784,KUCAT_2019_906,1087,civil
1785,KUCAT_2019_907,777,arch
1786,KUCAT_2019_908,521,geo
1787,KUCAT_2019_909,896,civil
1788,KUCAT_2019_910,482,auto
1789,KUCAT_2019_911,497,pharma
1790,KUCAT_2019_912,730,ce
1791,KUCAT_2019_913,796,communication
1792,KUCAT_2019_914,791,auto
1793,KUCAT_2019_915,1046,ce
1794,KUCAT_2019_916,596,ce
1795,KUCAT_2019_917,669,bio
1796,KUCAT_2019_918,686,civil
1797,KUCAT_2019_919,908,arch
1798,KUCAT_2019_920,1062,arch
1799,KUCAT_2019_921,658,ce
1800,KUCAT_2019_922,1274,civil
1801,KUCAT_2019_923,649,arch
1802,KUCAT_2019_880,535,arch
1803,KUCAT_2019_881,697,ce
1804,KUCAT_2019_882,741,ce
1805,KUCAT_2019_883,816,civil
1806,KUCAT_2019_884,706,ce
1807,KUCAT_2019_885,638,civil
1808,KUCAT_2019_886,580,ce
1809,KUCAT_2019_887,674,ce
1810,KUCAT_2019_888,662,civil
1811,KUCAT_2019_889,778,civil
1812,KUCAT_2019_890,608,civil
1813,KUCAT_2019_891,713,pharma
1814,KUCAT_2019_892,583,ce
1815,KUCAT_2019_893,907,ce
1816,KUCAT_2019_894,605,civil
1817,KUCAT_2019_895,958,ce
1818,KUCAT_2019_896,833,ce
1819,KUCAT_2019_897,663,civil
1820,KUCAT_2019_898,681,geo
1821,KUCAT_2019_899,511,ce
1822,KUCAT_2019_900,585,cs
1823,KUCAT_2019_901,952,ce
1824,KUCAT_2019_902,587,envs
1825,KUCAT_2019_903,713,geo
1826,KUCAT_2019_904,611,geo
1827,KUCAT_2019_905,805,ce
1828,KUCAT_2019_906,1087,civil
1829,KUCAT_2019_907,777,arch
1830,KUCAT_2019_908,521,geo
1831,KUCAT_2019_909,896,civil
1832,KUCAT_2019_910,482,auto
1833,KUCAT_2019_911,497,pharma
1834,KUCAT_2019_912,730,ce
1835,KUCAT_2019_913,796,communication
1836,KUCAT_2019_914,791,auto
1837,KUCAT_2019_915,1046,ce
1838,KUCAT_2019_916,596,ce
1839,KUCAT_2019_917,669,bio
1840,KUCAT_2019_918,686,civil
1841,KUCAT_2019_919,908,arch
1842,KUCAT_2019_920,1062,arch
1843,KUCAT_2019_921,658,ce
1844,KUCAT_2019_922,1274,civil
1845,KUCAT_2019_923,649,arch
1846,KUCAT_2019_924,336,power
1847,KUCAT_2019_925,876,ce
1848,KUCAT_2019_926,1048,arch
1849,KUCAT_2019_927,0,auto
1850,KUCAT_2019_928,892,ce
1851,KUCAT_2019_929,847,ce
1852,KUCAT_2019_930,862,civil
1853,KUCAT_2019_931,647,ce
1854,KUCAT_2019_932,612,civil
1855,KUCAT_2019_933,379,ce
1856,KUCAT_2019_934,660,civil
1857,KUCAT_2019_935,472,civil
1858,KUCAT_2019_936,671,civil
1859,KUCAT_2019_937,678,auto
1860,KUCAT_2019_938,669,pharma
1861,KUCAT_2019_939,630,pharma
1862,KUCAT_2019_940,795,civil
1863,KUCAT_2019_941,655,pharma
1864,KUCAT_2019_942,414,civil
1865,KUCAT_2019_943,542,cs
1866,KUCAT_2019_944,1048,civil
1867,KUCAT_2019_945,522,civil
1868,KUCAT_2019_946,1078,ce
1869,KUCAT_2019_9472(See endnotes),586,civil
1870,KUCAT_2019_948,412,civil
1871,KUCAT_2019_949,486,bio
1872,KUCAT_2019_950,514,pharma
1873,KUCAT_2019_951,645,civil
1874,KUCAT_2019_952,742,civil
1875,KUCAT_2019_953,492,pharma
1876,KUCAT_2019_954,1038,design
1877,KUCAT_2019_955,548,pharma
1878,KUCAT_2019_956,519,communication
1879,KUCAT_2019_957,488,pharma
1880,KUCAT_2019_958,811,auto
1881,KUCAT_2019_959,450,cs
1882,KUCAT_2019_960,830,ce
1883,KUCAT_2019_961,1403,ce
1884,KUCAT_2019_962,553,bio
1885,KUCAT_2019_963,494,arch
1886,KUCAT_2019_964,722,civil
1887,KUCAT_2019_965,698,ce
1888,KUCAT_2019_966,480,computational
1889,KUCAT_2019_967,792,ce
1890,KUCAT_2019_924,336,power
1891,KUCAT_2019_925,876,ce
1892,KUCAT_2019_926,1048,arch
1893,KUCAT_2019_927,0,auto
1894,KUCAT_2019_928,892,ce
1895,KUCAT_2019_929,847,ce
1896,KUCAT_2019_930,862,civil
1897,KUCAT_2019_931,647,ce
1898,KUCAT_2019_932,612,civil
1899,KUCAT_2019_933,379,ce
1900,KUCAT_2019_934,660,civil
1901,KUCAT_2019_935,472,civil
1902,KUCAT_2019_936,671,civil
1903,KUCAT_2019_937,678,auto
1904,KUCAT_2019_938,669,pharma
1905,KUCAT_2019_939,630,pharma
1906,KUCAT_2019_940,795,civil
1907,KUCAT_2019_941,655,pharma
1908,KUCAT_2019_942,414,civil
1909,KUCAT_2019_943,542,cs
1910,KUCAT_2019_944,1048,civil
1911,KUCAT_2019_945,522,civil
1912,KUCAT_2019_946,1078,ce
1913,KUCAT_2019_9472(See endnotes),586,civil
1914,KUCAT_2019_948,412,civil
1915,KUCAT_2019_949,486,bio
1916,KUCAT_2019_950,514,pharma
1917,KUCAT_2019_951,645,civil
1918,KUCAT_2019_952,742,civil
1919,KUCAT_2019_953,492,pharma
1920,KUCAT_2019_954,1038,design
1921,KUCAT_2019_955,548,pharma
1922,KUCAT_2019_956,519,communication
1923,KUCAT_2019_957,488,pharma
1924,KUCAT_2019_958,811,auto
1925,KUCAT_2019_959,450,cs
1926,KUCAT_2019_960,830,ce
1927,KUCAT_2019_961,1403,ce
1928,KUCAT_2019_962,553,bio
1929,KUCAT_2019_963,494,arch
1930,KUCAT_2019_964,722,civil
1931,KUCAT_2019_965,698,ce
1932,KUCAT_2019_966,480,computational
1933,KUCAT_2019_967,792,ce
1934,KUCAT_2019_968,1182,civil
1935,KUCAT_2019_969,589,civil
1936,KUCAT_2019_970,659,computational
1937,KUCAT_2019_971,792,ce
1938,KUCAT_2019_972,945,geo
1939,KUCAT_2019_973,427,pharma
1940,KUCAT_2019_974,668,arch
1941,KUCAT_2019_975,517,cs
1942,KUCAT_2019_976,725,communication
1943,KUCAT_2019_977,721,chem
1944,KUCAT_2019_978,630,civil
1945,KUCAT_2019_979,699,civil
1946,KUCAT_2019_980,475,civil
1947,KUCAT_2019_981,775,civil
1948,KUCAT_2019_982,569,civil
1949,KUCAT_2019_983,411,civil
1950,KUCAT_2019_984,490,civil
1951,KUCAT_2019_985,541,pharma
1952,KUCAT_2019_986,820,ce
1953,KUCAT_2019_987,0,ce
1954,KUCAT_2019_988,692,civil
1955,KUCAT_2019_989,645,ce
1956,KUCAT_2019_990,970,civil
1957,KUCAT_2019_991,636,civil
1958,KUCAT_2019_992,631,ce
1959,KUCAT_2019_993,616,civil
1960,KUCAT_2019_994,895,civil
1961,KUCAT_2019_995,782,cs
1962,KUCAT_2019_996,740,auto
1963,KUCAT_2019_997,714,auto
1964,KUCAT_2019_998,587,ce
1965,KUCAT_2019_999,838,civil
1966,KUCAT_2019_1000,755,power
1967,KUCAT_2019_10012(See endnotes),528,civil
1968,KUCAT_2019_1002,799,civil
1969,KUCAT_2019_1003,508,civil
1970,KUCAT_2019_1004,473,arch
1971,KUCAT_2019_1005,765,civil
1972,KUCAT_2019_1006,452,ce
1973,KUCAT_2019_1007,819,geo
1974,KUCAT_2019_1008,558,pharma
1975,KUCAT_2019_1009,498,ce
1976,KUCAT_2019_1010,642,ce
1977,KUCAT_2019_1011,1244,civil
1978,KUCAT_2019_968,1182,civil
1979,KUCAT_2019_969,589,civil
1980,KUCAT_2019_970,659,computational
1981,KUCAT_2019_971,792,ce
1982,KUCAT_2019_972,945,geo
1983,KUCAT_2019_973,427,pharma
1984,KUCAT_2019_974,668,arch
1985,KUCAT_2019_975,517,cs
1986,KUCAT_2019_976,725,communication
1987,KUCAT_2019_977,721,chem
1988,KUCAT_2019_978,630,civil
1989,KUCAT_2019_979,699,civil
1990,KUCAT_2019_980,475,civil
1991,KUCAT_2019_981,775,civil
1992,KUCAT_2019_982,569,civil
1993,KUCAT_2019_983,411,civil
1994,KUCAT_2019_984,490,civil
1995,KUCAT_2019_985,541,pharma
1996,KUCAT_2019_986,820,ce
1997,KUCAT_2019_987,0,ce
1998,KUCAT_2019_988,692,civil
1999,KUCAT_2019_989,645,ce
2000,KUCAT_2019_990,970,civil
2001,KUCAT_2019_991,636,civil
2002,KUCAT_2019_992,631,ce
2003,KUCAT_2019_993,616,civil
2004,KUCAT_2019_994,895,civil
2005,KUCAT_2019_995,782,cs
2006,KUCAT_2019_996,740,auto
2007,KUCAT_2019_997,714,auto
2008,KUCAT_2019_998,587,ce
2009,KUCAT_2019_999,838,civil
2010,KUCAT_2019_1000,755,power
2011,KUCAT_2019_10012(See endnotes),528,civil
2012,KUCAT_2019_1002,799,civil
2013,KUCAT_2019_1003,508,civil
2014,KUCAT_2019_1004,473,arch
2015,KUCAT_2019_1005,765,civil
2016,KUCAT_2019_1006,452,ce
2017,KUCAT_2019_1007,819,geo
2018,KUCAT_2019_1008,558,pharma
2019,KUCAT_2019_1009,498,ce
2020,KUCAT_2019_1010,642,ce
2021,KUCAT_2019_1011,1244,civil
2022,KUCAT_2019_1012,933,ce
2023,KUCAT_2019_1013,648,bio
2024,KUCAT_2019_1014,729,ce
2025,KUCAT_2019_1015,462,ce
2026,KUCAT_2019_1016,466,ce
2027,KUCAT_2019_1017,642,ce
2028,KUCAT_2019_1018,585,civil
2029,KUCAT_2019_1019,717,ce
2030,KUCAT_2019_1020,837,ce
2031,KUCAT_2019_1021,467,civil
2032,KUCAT_2019_1022,721,ce
2033,KUCAT_2019_1023,541,ce
2034,KUCAT_2019_1024,754,civil
2035,KUCAT_2019_1025,875,ce
2036,KUCAT_2019_1026,927,ce
2037,KUCAT_2019_1027,1029,pharma
2038,KUCAT_2019_1028,650,bio
2039,KUCAT_2019_1029,452,civil
2040,KUCAT_2019_1030,899,arch
2041,KUCAT_2019_1031,564,bio
2042,KUCAT_2019_1032,883,civil
2043,KUCAT_2019_1033,737,civil
2044,KUCAT_2019_1034,480,ce
2045,KUCAT_2019_1035,509,auto
2046,KUCAT_2019_1036,637,arch
2047,KUCAT_2019_1037,0,arch
2048,KUCAT_2019_1038,513,power
2049,KUCAT_2019_1039,561,cs
2050,KUCAT_2019_1040,813,bio
2051,KUCAT_2019_1041,548,auto
2052,KUCAT_2019_1042,826,bio
2053,KUCAT_2019_10432(See endnotes),489,bio
2054,KUCAT_2019_1044,588,ce
2055,KUCAT_2019_1045,826,civil
2056,KUCAT_2019_1046,483,cs
2057,KUCAT_2019_1047,886,civil
2058,KUCAT_2019_1048,548,bio
2059,KUCAT_2019_1049,627,civil
2060,KUCAT_2019_1050,767,ce
2061,KUCAT_2019_1051,679,civil
2062,KUCAT_2019_1052,641,communication
2063,KUCAT_2019_1053,768,civil
2064,KUCAT_2019_1054,894,civil
2065,KUCAT_2019_1055,1012,ce
2066,KUCAT_2019_1012,933,ce
2067,KUCAT_2019_1013,648,bio
2068,KUCAT_2019_1014,729,ce
2069,KUCAT_2019_1015,462,ce
2070,KUCAT_2019_1016,466,ce
2071,KUCAT_2019_1017,642,ce
2072,KUCAT_2019_1018,585,civil
2073,KUCAT_2019_1019,717,ce
2074,KUCAT_2019_1020,837,ce
2075,KUCAT_2019_1021,467,civil
2076,KUCAT_2019_1022,721,ce
2077,KUCAT_2019_1023,541,ce
2078,KUCAT_2019_1024,754,civil
2079,KUCAT_2019_1025,875,ce
2080,KUCAT_2019_1026,927,ce
2081,KUCAT_2019_1027,1029,pharma
2082,KUCAT_2019_1028,650,bio
2083,KUCAT_2019_1029,452,civil
2084,KUCAT_2019_1030,899,arch
2085,KUCAT_2019_1031,564,bio
2086,KUCAT_2019_1032,883,civil
2087,KUCAT_2019_1033,737,civil
2088,KUCAT_2019_1034,480,ce
2089,KUCAT_2019_1035,509,auto
2090,KUCAT_2019_1036,637,arch
2091,KUCAT_2019_1037,0,arch
2092,KUCAT_2019_1038,513,power
2093,KUCAT_2019_1039,561,cs
2094,KUCAT_2019_1040,813,bio
2095,KUCAT_2019_1041,548,auto
2096,KUCAT_2019_1042,826,bio
2097,KUCAT_2019_10432(See endnotes),489,bio
2098,KUCAT_2019_1044,588,ce
2099,KUCAT_2019_1045,826,civil
2100,KUCAT_2019_1046,483,cs
2101,KUCAT_2019_1047,886,civil
2102,KUCAT_2019_1048,548,bio
2103,KUCAT_2019_1049,627,civil
2104,KUCAT_2019_1050,767,ce
2105,KUCAT_2019_1051,679,civil
2106,KUCAT_2019_1052,641,communication
2107,KUCAT_2019_1053,768,civil
2108,KUCAT_2019_1054,894,civil
2109,KUCAT_2019_1055,1012,ce
2110,KUCAT_2019_1056,677,ce
2111,KUCAT_2019_1057,609,civil
2112,KUCAT_2019_1058,449,arch
2113,KUCAT_2019_1059,857,ce
2114,KUCAT_2019_1060,0,ce
2115,KUCAT_2019_1061,635,arch
2116,KUCAT_2019_1062,521,pharma
2117,KUCAT_2019_1063,1010,geo
2118,KUCAT_2019_1064,747,auto
2119,KUCAT_2019_1065,655,ce
2120,KUCAT_2019_1066,709,civil
2121,KUCAT_2019_1067,512,civil
2122,KUCAT_2019_1068,1021,ce
2123,KUCAT_2019_1069,639,design
2124,KUCAT_2019_1070,880,civil
2125,KUCAT_2019_1071,801,hydro
2126,KUCAT_2019_1072,995,civil
2127,KUCAT_2019_1073,873,design
2128,KUCAT_2019_1074,717,civil
2129,KUCAT_2019_1075,703,civil
2130,KUCAT_2019_1076,554,bio
2131,KUCAT_2019_1077,748,civil
2132,KUCAT_2019_1078,638,civil
2133,KUCAT_2019_1079,652,design
2134,KUCAT_2019_1080,911,ce
2135,KUCAT_2019_1081,1101,ce
2136,KUCAT_2019_1082,447,pharma
2137,KUCAT_2019_1083,397,pharma
2138,KUCAT_2019_1084,381,ce
2139,KUCAT_2019_1085,574,civil
2140,KUCAT_2019_1086,608,ce
2141,KUCAT_2019_1087,543,ce
2142,KUCAT_2019_1088,650,civil
2143,KUCAT_2019_1089,887,auto
2144,KUCAT_2019_1090,1013,ce
2145,KUCAT_2019_1091,457,ce
2146,KUCAT_2019_1092,699,ce
2147,KUCAT_2019_1093,363,envs
2148,KUCAT_2019_1094,484,civil
2149,KUCAT_2019_1095,955,geo
2150,KUCAT_2019_1096,514,power
2151,KUCAT_2019_1097,573,ce
2152,KUCAT_2019_1098,605,civil
2153,KUCAT_2019_1099,629,ce
2154,KUCAT_2019_1056,677,ce
2155,KUCAT_2019_1057,609,civil
2156,KUCAT_2019_1058,449,arch
2157,KUCAT_2019_1059,857,ce
2158,KUCAT_2019_1060,0,ce
2159,KUCAT_2019_1061,635,arch
2160,KUCAT_2019_1062,521,pharma
2161,KUCAT_2019_1063,1010,geo
2162,KUCAT_2019_1064,747,auto
2163,KUCAT_2019_1065,655,ce
2164,KUCAT_2019_1066,709,civil
2165,KUCAT_2019_1067,512,civil
2166,KUCAT_2019_1068,1021,ce
2167,KUCAT_2019_1069,639,design
2168,KUCAT_2019_1070,880,civil
2169,KUCAT_2019_1071,801,hydro
2170,KUCAT_2019_1072,995,civil
2171,KUCAT_2019_1073,873,design
2172,KUCAT_2019_1074,717,civil
2173,KUCAT_2019_1075,703,civil
2174,KUCAT_2019_1076,554,bio
2175,KUCAT_2019_1077,748,civil
2176,KUCAT_2019_1078,638,civil
2177,KUCAT_2019_1079,652,design
2178,KUCAT_2019_1080,911,ce
2179,KUCAT_2019_1081,1101,ce
2180,KUCAT_2019_1082,447,pharma
2181,KUCAT_2019_1083,397,pharma
2182,KUCAT_2019_1084,381,ce
2183,KUCAT_2019_1085,574,civil
2184,KUCAT_2019_1086,608,ce
2185,KUCAT_2019_1087,543,ce
2186,KUCAT_2019_1088,650,civil
2187,KUCAT_2019_1089,887,auto
2188,KUCAT_2019_1090,1013,ce
2189,KUCAT_2019_1091,457,ce
2190,KUCAT_2019_1092,699,ce
2191,KUCAT_2019_1093,363,envs
2192,KUCAT_2019_1094,484,civil
2193,KUCAT_2019_1095,955,geo
2194,KUCAT_2019_1096,514,power
2195,KUCAT_2019_1097,573,ce
2196,KUCAT_2019_1098,605,civil
2197,KUCAT_2019_1099,629,ce
2198,KUCAT_2019_1100,593,geo
2199,KUCAT_2019_1101,706,ce
2200,KUCAT_2019_1102,1028,civil
2201,KUCAT_2019_1103,768,arch
2202,KUCAT_2019_1104,753,ce
2203,KUCAT_2019_11052(See endnotes),618,civil
2204,KUCAT_2019_1106,526,ce
2205,KUCAT_2019_1107,878,civil
2206,KUCAT_2019_1108,735,auto
2207,KUCAT_2019_1109,675,arch
2208,KUCAT_2019_1110,472,arch
2209,KUCAT_2019_1111,596,ce
2210,KUCAT_2019_1112,1321,ce
2211,KUCAT_2019_1113,840,ce
2212,KUCAT_2019_1114,657,civil
2213,KUCAT_2019_1115,294,auto
2214,KUCAT_2019_1116,426,auto
2215,KUCAT_2019_1117,617,civil
2216,KUCAT_2019_1118,379,auto
2217,KUCAT_2019_1119,335,civil
2218,KUCAT_2019_1120,673,civil
2219,KUCAT_2019_1121,517,ce
2220,KUCAT_2019_1122,895,ce
2221,KUCAT_2019_1123,677,civil
2222,KUCAT_2019_1124,538,arch
2223,KUCAT_2019_1125,632,civil
2224,KUCAT_2019_1126,626,arch
2225,KUCAT_2019_1127,585,civil
2226,KUCAT_2019_1128,665,civil
2227,KUCAT_2019_1129,813,design
2228,KUCAT_2019_1130,695,auto
2229,KUCAT_2019_1131,756,pharma
2230,KUCAT_2019_1132,671,ce
2231,KUCAT_2019_1133,644,ce
2232,KUCAT_2019_1134,700,design
2233,KUCAT_2019_11352(See endnotes),857,civil
2234,KUCAT_2019_1136,1042,ce
2235,KUCAT_2019_1137,724,chem
2236,KUCAT_2019_1138,531,ce
2237,KUCAT_2019_1139,589,civil
2238,KUCAT_2019_1140,579,pharma
2239,KUCAT_2019_1141,1067,bio
2240,KUCAT_2019_1142,683,ce
2241,KUCAT_2019_1143,476,civil
2242,KUCAT_2019_1100,593,geo
2243,KUCAT_2019_1101,706,ce
2244,KUCAT_2019_1102,1028,civil
2245,KUCAT_2019_1103,768,arch
2246,KUCAT_2019_1104,753,ce
2247,KUCAT_2019_11052(See endnotes),618,civil
2248,KUCAT_2019_1106,526,ce
2249,KUCAT_2019_1107,878,civil
2250,KUCAT_2019_1108,735,auto
2251,KUCAT_2019_1109,675,arch
2252,KUCAT_2019_1110,472,arch
2253,KUCAT_2019_1111,596,ce
2254,KUCAT_2019_1112,1321,ce
2255,KUCAT_2019_1113,840,ce
2256,KUCAT_2019_1114,657,civil
2257,KUCAT_2019_1115,294,auto
2258,KUCAT_2019_1116,426,auto
2259,KUCAT_2019_1117,617,civil
2260,KUCAT_2019_1118,379,auto
2261,KUCAT_2019_1119,335,civil
2262,KUCAT_2019_1120,673,civil
2263,KUCAT_2019_1121,517,ce
2264,KUCAT_2019_1122,895,ce
2265,KUCAT_2019_1123,677,civil
2266,KUCAT_2019_1124,538,arch
2267,KUCAT_2019_1125,632,civil
2268,KUCAT_2019_1126,626,arch
2269,KUCAT_2019_1127,585,civil
2270,KUCAT_2019_1128,665,civil
2271,KUCAT_2019_1129,813,design
2272,KUCAT_2019_1130,695,auto
2273,KUCAT_2019_1131,756,pharma
2274,KUCAT_2019_1132,671,ce
2275,KUCAT_2019_1133,644,ce
2276,KUCAT_2019_1134,700,design
2277,KUCAT_2019_11352(See endnotes),857,civil
2278,KUCAT_2019_1136,1042,ce
2279,KUCAT_2019_1137,724,chem
2280,KUCAT_2019_1138,531,ce
2281,KUCAT_2019_1139,589,civil
2282,KUCAT_2019_1140,579,pharma
2283,KUCAT_2019_1141,1067,bio
2284,KUCAT_2019_1142,683,ce
2285,KUCAT_2019_1143,476,civil
2286,KUCAT_2019_1144,461,arch
2287,KUCAT_2019_1145,769,civil
2288,KUCAT_2019_1146,590,ce
2289,KUCAT_2019_1147,840,chem
2290,KUCAT_2019_1148,585,arch
2291,KUCAT_2019_1149,787,civil
2292,KUCAT_2019_1150,988,civil
2293,KUCAT_2019_1151,845,civil
2294,KUCAT_2019_1152,663,civil
2295,KUCAT_2019_1153,841,ce
2296,KUCAT_2019_1154,0,design
2297,KUCAT_2019_1155,571,ce
2298,KUCAT_2019_1156,0,ce
2299,KUCAT_2019_1157,954,ce
2300,KUCAT_2019_1158,445,pharma
2301,KUCAT_2019_1159,793,civil
2302,KUCAT_2019_1160,628,civil
2303,KUCAT_2019_1161,595,ce
2304,KUCAT_2019_1162,604,civil
2305,KUCAT_2019_1163,618,ce
2306,KUCAT_2019_1164,923,ce
2307,KUCAT_2019_1165,570,pharma
2308,KUCAT_2019_1166,406,civil
