Year,ID,Exam Type,Score,Program
2019,KUCAT_2019_788,KUCAT-PCM,620,CE
2019,KUCAT_2019_789,KUCAT-PCM,637,Civil
2019,KUCAT_2019_790,KUCAT-PCB,501,Pharma
2019,KUCAT_2019_791,KUCAT-PCM,503,Civil
2019,KUCAT_2019_792,KUCAT-PCM,586,Geo
2019,KUCAT_2019_793,KUCAT-PCM,589,CE
2019,KUCAT_2019_794,KUCAT-PCM,907,Civil
2019,KUCAT_2019_795,KUCAT-PCM,582,Civil
2019,KUCAT_2019_796,KUCAT-PCM,558,CS
2019,KUCAT_2019_797,KUCAT-PCM,682,Design
2019,KUCAT_2019_798,KUCAT-PCM,513,Civil
2019,KUCAT_2019_799,KUCAT-PCM,687,CE
2019,KUCAT_2019_800,KUCAT-PCM,544,CE
2019,KUCAT_2019_801,KUCAT-PCM,525,CE
2019,KUCAT_2019_802,KUCAT-PCM,447,CS
2019,KUCAT_2019_803,KUCAT-PCB,597,Bio
2019,KUCAT_2019_804,KUCAT-PCB,722,Pharma
2019,KUCAT_2019_805,KUCAT-PCM,418,Civil
2019,KUCAT_2019_806,KUCAT-PCM,762,CE
2019,KUCAT_2019_807,KUCAT-PCM,630,Civil
2019,KUCAT_2019_808,KUCAT-PCM,849,CE
2019,KUCAT_2019_809,KUCAT-PCB,586,Pharma
2019,KUCAT_2019_810,KUCAT-PCB,883,Pharma
2019,KUCAT_2019_811,KUCAT-PCB,724,Pharma
2019,KUCAT_2019_812,KUCAT-PCB,368,Pharma
2019,KUCAT_2019_813,KUCAT-PCM,735,Arch
2019,KUCAT_2019_814,KUCAT-PCM,1091,Civil
2019,KUCAT_2019_815,KUCAT-PCM,541,CE
2019,KUCAT_2019_816,KUCAT-PCM,665,CE
2019,KUCAT_2019_817,KUCAT-PCB,452,Pharma
2019,KUCAT_2019_818,KUCAT-PCM,752,Civil
2019,KUCAT_2019_819,KUCAT-PCM,676,CE
2019,KUCAT_2019_820,KUCAT-PCM,718,Auto
2019,KUCAT_2019_821,KUCAT-PCM,561,Civil
2019,KUCAT_2019_822,KUCAT-PCM,765,Hydro
2019,KUCAT_2019_823,KUCAT-PCM,626,Arch
2019,KUCAT_2019_824,KUCAT-PCB,653,Bio
2019,KUCAT_2019_825,KUCAT-PCM,874,Chem
2019,KUCAT_2019_826,KUCAT-PCM,508,CE
2019,KUCAT_2019_827,KUCAT-PCM,1428,Civil
2019,KUCAT_2019_828,KUCAT-PCM,467,CE
2019,KUCAT_2019_829,KUCAT-PCM,669,CE
2019,KUCAT_2019_8302(See endnotes),KUCAT-PCM,463,Arch
2019,KUCAT_2019_831,KUCAT-PCM,598,Civil
2019,KUCAT_2019_832,KUCAT-PCM,616,Chem
2019,KUCAT_2019_833,KUCAT-PCM,1038,CE
2019,KUCAT_2019_834,KUCAT-PCM,699,Civil
2019,KUCAT_2019_835,KUCAT-PCM,673,Civil
2019,KUCAT_2019_792,KUCAT-PCM,586,Geo
2019,KUCAT_2019_793,KUCAT-PCM,589,CE
2019,KUCAT_2019_794,KUCAT-PCM,907,Civil
2019,KUCAT_2019_795,KUCAT-PCM,582,Civil
2019,KUCAT_2019_796,KUCAT-PCM,558,CS
2019,KUCAT_2019_797,KUCAT-PCM,682,Design
2019,KUCAT_2019_798,KUCAT-PCM,513,Civil
2019,KUCAT_2019_799,KUCAT-PCM,687,CE
2019,KUCAT_2019_800,KUCAT-PCM,544,CE
2019,KUCAT_2019_801,KUCAT-PCM,525,CE
2019,KUCAT_2019_802,KUCAT-PCM,447,CS
2019,KUCAT_2019_803,KUCAT-PCB,597,Bio
2019,KUCAT_2019_804,KUCAT-PCB,722,Pharma
2019,KUCAT_2019_805,KUCAT-PCM,418,Civil
2019,KUCAT_2019_806,KUCAT-PCM,762,CE
2019,KUCAT_2019_807,KUCAT-PCM,630,Civil
2019,KUCAT_2019_808,KUCAT-PCM,849,CE
2019,KUCAT_2019_809,KUCAT-PCB,586,Pharma
2019,KUCAT_2019_810,KUCAT-PCB,883,Pharma
2019,KUCAT_2019_811,KUCAT-PCB,724,Pharma
2019,KUCAT_2019_812,KUCAT-PCB,368,Pharma
2019,KUCAT_2019_813,KUCAT-PCM,735,Arch
2019,KUCAT_2019_814,KUCAT-PCM,1091,Civil
2019,KUCAT_2019_815,KUCAT-PCM,541,CE
2019,KUCAT_2019_816,KUCAT-PCM,665,CE
2019,KUCAT_2019_817,KUCAT-PCB,452,Pharma
2019,KUCAT_2019_818,KUCAT-PCM,752,Civil
2019,KUCAT_2019_819,KUCAT-PCM,676,CE
2019,KUCAT_2019_820,KUCAT-PCM,718,Auto
2019,KUCAT_2019_821,KUCAT-PCM,561,Civil
2019,KUCAT_2019_822,KUCAT-PCM,765,Hydro
2019,KUCAT_2019_823,KUCAT-PCM,626,Arch
2019,KUCAT_2019_824,KUCAT-PCB,653,Bio
2019,KUCAT_2019_825,KUCAT-PCM,874,Chem
2019,KUCAT_2019_826,KUCAT-PCM,508,CE
2019,KUCAT_2019_827,KUCAT-PCM,1428,Civil
2019,KUCAT_2019_828,KUCAT-PCM,467,CE
2019,KUCAT_2019_829,KUCAT-PCM,669,CE
2019,KUCAT_2019_8302(See endnotes),KUCAT-PCM,463,Arch
2019,KUCAT_2019_831,KUCAT-PCM,598,Civil
2019,KUCAT_2019_832,KUCAT-PCM,616,Chem
2019,KUCAT_2019_833,KUCAT-PCM,1038,CE
2019,KUCAT_2019_834,KUCAT-PCM,699,Civil
2019,KUCAT_2019_835,KUCAT-PCM,673,Civil
2019,KUCAT_2019_836,KUCAT-PCM,631,CE
2019,KUCAT_2019_837,KUCAT-PCM,683,CE
2019,KUCAT_2019_838,KUCAT-PCM,414,Civil
2019,KUCAT_2019_839,KUCAT-PCM,499,Civil
2019,KUCAT_2019_840,KUCAT-PCM,938,Civil
2019,KUCAT_2019_841,KUCAT-PCM,713,Energy
2019,KUCAT_2019_842,KUCAT-PCM,823,Communication
2019,KUCAT_2019_843,KUCAT-PCM,673,CE
2019,KUCAT_2019_844,KUCAT-PCM,680,CS
2019,KUCAT_2019_845,KUCAT-PCM,899,Communication
2019,KUCAT_2019_846,KUCAT-PCM,834,Civil
2019,KUCAT_2019_847,KUCAT-PCM,627,CE
2019,KUCAT_2019_848,KUCAT-PCM,696,Civil
2019,KUCAT_2019_849,KUCAT-PCM,661,CS
2019,KUCAT_2019_850,KUCAT-PCM,830,Enve
2019,KUCAT_2019_851,KUCAT-PCM,658,CE
2019,KUCAT_2019_852,KUCAT-PCM,912,CE
2019,KUCAT_2019_853,KUCAT-PCM,649,CE
2019,KUCAT_2019_854,KUCAT-PCM,1007,CE
2019,KUCAT_2019_855,KUCAT-PCM,415,Civil
2019,KUCAT_2019_856,KUCAT-PCM,697,Civil
2019,KUCAT_2019_857,KUCAT-PCM,798,Civil
2019,KUCAT_2019_858,KUCAT-PCM,499,Geo
2019,KUCAT_2019_859,KUCAT-PCM,731,Civil
2019,KUCAT_2019_860,KUCAT-PCM,1013,CE
2019,KUCAT_2019_861,KUCAT-PCM,462,Geo
2019,KUCAT_2019_862,KUCAT-PCM,609,Civil
2019,KUCAT_2019_863,KUCAT-PCM,606,CE
2019,KUCAT_2019_864,KUCAT-PCM,790,CE
2019,KUCAT_2019_865,KUCAT-PCB,685,Bio
2019,KUCAT_2019_866,KUCAT-PCM,721,Civil
2019,KUCAT_2019_867,KUCAT-PCM,599,CE
2019,KUCAT_2019_868,KUCAT-PCM,761,Civil
2019,KUCAT_2019_869,KUCAT-PCM,494,Civil
2019,KUCAT_2019_870,KUCAT-PCM,712,CE
2019,KUCAT_2019_871,KUCAT-PCM,755,Civil
2019,KUCAT_2019_872,KUCAT-PCM,1051,Civil
2019,KUCAT_2019_873,KUCAT-PCM,754,CE
2019,KUCAT_2019_874,KUCAT-PCM,882,Civil
2019,KUCAT_2019_875,KUCAT-PCM,730,Geo
2019,KUCAT_2019_876,KUCAT-PCM,489,CE
2019,KUCAT_2019_877,KUCAT-PCM,690,CE
2019,KUCAT_2019_878,KUCAT-PCM,1184,Civil
2019,KUCAT_2019_879,KUCAT-PCM,691,CS
2019,KUCAT_2019_836,KUCAT-PCM,631,CE
2019,KUCAT_2019_837,KUCAT-PCM,683,CE
2019,KUCAT_2019_838,KUCAT-PCM,414,Civil
2019,KUCAT_2019_839,KUCAT-PCM,499,Civil
2019,KUCAT_2019_840,KUCAT-PCM,938,Civil
2019,KUCAT_2019_841,KUCAT-PCM,713,Energy
2019,KUCAT_2019_842,KUCAT-PCM,823,Communication
2019,KUCAT_2019_843,KUCAT-PCM,673,CE
2019,KUCAT_2019_844,KUCAT-PCM,680,CS
2019,KUCAT_2019_845,KUCAT-PCM,899,Communication
2019,KUCAT_2019_846,KUCAT-PCM,834,Civil
2019,KUCAT_2019_847,KUCAT-PCM,627,CE
2019,KUCAT_2019_848,KUCAT-PCM,696,Civil
2019,KUCAT_2019_849,KUCAT-PCM,661,CS
2019,KUCAT_2019_850,KUCAT-PCM,830,Enve
2019,KUCAT_2019_851,KUCAT-PCM,658,CE
2019,KUCAT_2019_852,KUCAT-PCM,912,CE
2019,KUCAT_2019_853,KUCAT-PCM,649,CE
2019,KUCAT_2019_854,KUCAT-PCM,1007,CE
2019,KUCAT_2019_855,KUCAT-PCM,415,Civil
2019,KUCAT_2019_856,KUCAT-PCM,697,Civil
2019,KUCAT_2019_857,KUCAT-PCM,798,Civil
2019,KUCAT_2019_858,KUCAT-PCM,499,Geo
2019,KUCAT_2019_859,KUCAT-PCM,731,Civil
2019,KUCAT_2019_860,KUCAT-PCM,1013,CE
2019,KUCAT_2019_861,KUCAT-PCM,462,Geo
2019,KUCAT_2019_862,KUCAT-PCM,609,Civil
2019,KUCAT_2019_863,KUCAT-PCM,606,CE
2019,KUCAT_2019_864,KUCAT-PCM,790,CE
2019,KUCAT_2019_865,KUCAT-PCB,685,Bio
2019,KUCAT_2019_866,KUCAT-PCM,721,Civil
2019,KUCAT_2019_867,KUCAT-PCM,599,CE
2019,KUCAT_2019_868,KUCAT-PCM,761,Civil
2019,KUCAT_2019_869,KUCAT-PCM,494,Civil
2019,KUCAT_2019_870,KUCAT-PCM,712,CE
2019,KUCAT_2019_871,KUCAT-PCM,755,Civil
2019,KUCAT_2019_872,KUCAT-PCM,1051,Civil
2019,KUCAT_2019_873,KUCAT-PCM,754,CE
2019,KUCAT_2019_874,KUCAT-PCM,882,Civil
2019,KUCAT_2019_875,KUCAT-PCM,730,Geo
2019,KUCAT_2019_876,KUCAT-PCM,489,CE
2019,KUCAT_2019_877,KUCAT-PCM,690,CE
2019,KUCAT_2019_878,KUCAT-PCM,1184,Civil
2019,KUCAT_2019_879,KUCAT-PCM,691,CS
2019,KUCAT_2019_880,KUCAT-PCM,535,Arch
2019,KUCAT_2019_881,KUCAT-PCM,697,CE
2019,KUCAT_2019_882,KUCAT-PCM,741,CE
2019,KUCAT_2019_883,KUCAT-PCM,816,Civil
2019,KUCAT_2019_884,KUCAT-PCM,706,CE
2019,KUCAT_2019_885,KUCAT-PCM,638,Civil
2019,KUCAT_2019_886,KUCAT-PCM,580,CE
2019,KUCAT_2019_887,KUCAT-PCM,674,CE
2019,KUCAT_2019_888,KUCAT-PCM,662,Civil
2019,KUCAT_2019_889,KUCAT-PCM,778,Civil
2019,KUCAT_2019_890,KUCAT-PCM,608,Civil
2019,KUCAT_2019_891,KUCAT-PCB,713,Pharma
2019,KUCAT_2019_892,KUCAT-PCM,583,CE
2019,KUCAT_2019_893,KUCAT-PCM,907,CE
2019,KUCAT_2019_894,KUCAT-PCM,605,Civil
2019,KUCAT_2019_895,KUCAT-PCM,958,CE
2019,KUCAT_2019_896,KUCAT-PCM,833,CE
2019,KUCAT_2019_897,KUCAT-PCM,663,Civil
2019,KUCAT_2019_898,KUCAT-PCM,681,Geo
2019,KUCAT_2019_899,KUCAT-PCM,511,CE
2019,KUCAT_2019_900,KUCAT-PCM,585,CS
2019,KUCAT_2019_901,KUCAT-PCM,952,CE
2019,KUCAT_2019_902,KUCAT-PCB,587,Envs
2019,KUCAT_2019_903,KUCAT-PCM,713,Geo
2019,KUCAT_2019_904,KUCAT-PCM,611,Geo
2019,KUCAT_2019_905,KUCAT-PCM,805,CE
2019,KUCAT_2019_906,KUCAT-PCM,1087,Civil
2019,KUCAT_2019_907,KUCAT-PCM,777,Arch
2019,KUCAT_2019_908,KUCAT-PCM,521,Geo
2019,KUCAT_2019_909,KUCAT-PCM,896,Civil
2019,KUCAT_2019_910,KUCAT-PCM,482,Auto
2019,KUCAT_2019_911,KUCAT-PCB,497,Pharma
2019,KUCAT_2019_912,KUCAT-PCM,730,CE
2019,KUCAT_2019_913,KUCAT-PCM,796,Communication
2019,KUCAT_2019_914,KUCAT-PCM,791,Auto
2019,KUCAT_2019_915,KUCAT-PCM,1046,CE
2019,KUCAT_2019_916,KUCAT-PCM,596,CE
2019,KUCAT_2019_917,KUCAT-PCB,669,Bio
2019,KUCAT_2019_918,KUCAT-PCM,686,Civil
2019,KUCAT_2019_919,KUCAT-PCM,908,Arch
2019,KUCAT_2019_920,KUCAT-PCM,1062,Arch
2019,KUCAT_2019_921,KUCAT-PCM,658,CE
2019,KUCAT_2019_922,KUCAT-PCM,1274,Civil
2019,KUCAT_2019_923,KUCAT-PCM,649,Arch
2019,KUCAT_2019_880,KUCAT-PCM,535,Arch
2019,KUCAT_2019_881,KUCAT-PCM,697,CE
2019,KUCAT_2019_882,KUCAT-PCM,741,CE
2019,KUCAT_2019_883,KUCAT-PCM,816,Civil
2019,KUCAT_2019_884,KUCAT-PCM,706,CE
2019,KUCAT_2019_885,KUCAT-PCM,638,Civil
2019,KUCAT_2019_886,KUCAT-PCM,580,CE
2019,KUCAT_2019_887,KUCAT-PCM,674,CE
2019,KUCAT_2019_888,KUCAT-PCM,662,Civil
2019,KUCAT_2019_889,KUCAT-PCM,778,Civil
2019,KUCAT_2019_890,KUCAT-PCM,608,Civil
2019,KUCAT_2019_891,KUCAT-PCB,713,Pharma
2019,KUCAT_2019_892,KUCAT-PCM,583,CE
2019,KUCAT_2019_893,KUCAT-PCM,907,CE
2019,KUCAT_2019_894,KUCAT-PCM,605,Civil
2019,KUCAT_2019_895,KUCAT-PCM,958,CE
2019,KUCAT_2019_896,KUCAT-PCM,833,CE
2019,KUCAT_2019_897,KUCAT-PCM,663,Civil
2019,KUCAT_2019_898,KUCAT-PCM,681,Geo
2019,KUCAT_2019_899,KUCAT-PCM,511,CE
2019,KUCAT_2019_900,KUCAT-PCM,585,CS
2019,KUCAT_2019_901,KUCAT-PCM,952,CE
2019,KUCAT_2019_902,KUCAT-PCB,587,Envs
2019,KUCAT_2019_903,KUCAT-PCM,713,Geo
2019,KUCAT_2019_904,KUCAT-PCM,611,Geo
2019,KUCAT_2019_905,KUCAT-PCM,805,CE
2019,KUCAT_2019_906,KUCAT-PCM,1087,Civil
2019,KUCAT_2019_907,KUCAT-PCM,777,Arch
2019,KUCAT_2019_908,KUCAT-PCM,521,Geo
2019,KUCAT_2019_909,KUCAT-PCM,896,Civil
2019,KUCAT_2019_910,KUCAT-PCM,482,Auto
2019,KUCAT_2019_911,KUCAT-PCB,497,Pharma
2019,KUCAT_2019_912,KUCAT-PCM,730,CE
2019,KUCAT_2019_913,KUCAT-PCM,796,Communication
2019,KUCAT_2019_914,KUCAT-PCM,791,Auto
2019,KUCAT_2019_915,KUCAT-PCM,1046,CE
2019,KUCAT_2019_916,KUCAT-PCM,596,CE
2019,KUCAT_2019_917,KUCAT-PCB,669,Bio
2019,KUCAT_2019_918,KUCAT-PCM,686,Civil
2019,KUCAT_2019_919,KUCAT-PCM,908,Arch
2019,KUCAT_2019_920,KUCAT-PCM,1062,Arch
2019,KUCAT_2019_921,KUCAT-PCM,658,CE
2019,KUCAT_2019_922,KUCAT-PCM,1274,Civil
2019,KUCAT_2019_923,KUCAT-PCM,649,Arch
2019,KUCAT_2019_924,KUCAT-PCM,336,Power
2019,KUCAT_2019_925,KUCAT-PCM,876,CE
2019,KUCAT_2019_926,KUCAT-PCM,1048,Arch
2019,KUCAT_2019_927,KUCAT-PCM,0,Auto
2019,KUCAT_2019_928,KUCAT-PCM,892,CE
2019,KUCAT_2019_929,KUCAT-PCM,847,CE
2019,KUCAT_2019_930,KUCAT-PCM,862,Civil
2019,KUCAT_2019_931,KUCAT-PCM,647,CE
2019,KUCAT_2019_932,KUCAT-PCM,612,Civil
2019,KUCAT_2019_933,KUCAT-PCM,379,CE
2019,KUCAT_2019_934,KUCAT-PCM,660,Civil
2019,KUCAT_2019_935,KUCAT-PCM,472,Civil
2019,KUCAT_2019_936,KUCAT-PCM,671,Civil
2019,KUCAT_2019_937,KUCAT-PCM,678,Auto
2019,KUCAT_2019_938,KUCAT-PCB,669,Pharma
2019,KUCAT_2019_939,KUCAT-PCB,630,Pharma
2019,KUCAT_2019_940,KUCAT-PCM,795,Civil
2019,KUCAT_2019_941,KUCAT-PCB,655,Pharma
2019,KUCAT_2019_942,KUCAT-PCM,414,Civil
2019,KUCAT_2019_943,KUCAT-PCM,542,CS
2019,KUCAT_2019_944,KUCAT-PCM,1048,Civil
2019,KUCAT_2019_945,KUCAT-PCM,522,Civil
2019,KUCAT_2019_946,KUCAT-PCM,1078,CE
2019,KUCAT_2019_9472(See endnotes),KUCAT-PCM,586,Civil
2019,KUCAT_2019_948,KUCAT-PCM,412,Civil
2019,KUCAT_2019_949,KUCAT-PCM,486,Bio
2019,KUCAT_2019_950,KUCAT-PCB,514,Pharma
2019,KUCAT_2019_951,KUCAT-PCM,645,Civil
2019,KUCAT_2019_952,KUCAT-PCM,742,Civil
2019,KUCAT_2019_953,KUCAT-PCB,492,Pharma
2019,KUCAT_2019_954,KUCAT-PCM,1038,Design
2019,KUCAT_2019_955,KUCAT-PCB,548,Pharma
2019,KUCAT_2019_956,KUCAT-PCM,519,Communication
2019,KUCAT_2019_957,KUCAT-PCB,488,Pharma
2019,KUCAT_2019_958,KUCAT-PCM,811,Auto
2019,KUCAT_2019_959,KUCAT-PCM,450,CS
2019,KUCAT_2019_960,KUCAT-PCM,830,CE
2019,KUCAT_2019_961,KUCAT-PCM,1403,CE
2019,KUCAT_2019_962,KUCAT-PCB,553,Bio
2019,KUCAT_2019_963,KUCAT-PCM,494,Arch
2019,KUCAT_2019_964,KUCAT-PCM,722,Civil
2019,KUCAT_2019_965,KUCAT-PCM,698,CE
2019,KUCAT_2019_966,KUCAT-PCM,480,Computational
2019,KUCAT_2019_967,KUCAT-PCM,792,CE
2019,KUCAT_2019_924,KUCAT-PCM,336,Power
2019,KUCAT_2019_925,KUCAT-PCM,876,CE
2019,KUCAT_2019_926,KUCAT-PCM,1048,Arch
2019,KUCAT_2019_927,KUCAT-PCM,0,Auto
2019,KUCAT_2019_928,KUCAT-PCM,892,CE
2019,KUCAT_2019_929,KUCAT-PCM,847,CE
2019,KUCAT_2019_930,KUCAT-PCM,862,Civil
2019,KUCAT_2019_931,KUCAT-PCM,647,CE
2019,KUCAT_2019_932,KUCAT-PCM,612,Civil
2019,KUCAT_2019_933,KUCAT-PCM,379,CE
2019,KUCAT_2019_934,KUCAT-PCM,660,Civil
2019,KUCAT_2019_935,KUCAT-PCM,472,Civil
2019,KUCAT_2019_936,KUCAT-PCM,671,Civil
2019,KUCAT_2019_937,KUCAT-PCM,678,Auto
2019,KUCAT_2019_938,KUCAT-PCB,669,Pharma
2019,KUCAT_2019_939,KUCAT-PCB,630,Pharma
2019,KUCAT_2019_940,KUCAT-PCM,795,Civil
2019,KUCAT_2019_941,KUCAT-PCB,655,Pharma
2019,KUCAT_2019_942,KUCAT-PCM,414,Civil
2019,KUCAT_2019_943,KUCAT-PCM,542,CS
2019,KUCAT_2019_944,KUCAT-PCM,1048,Civil
2019,KUCAT_2019_945,KUCAT-PCM,522,Civil
2019,KUCAT_2019_946,KUCAT-PCM,1078,CE
2019,KUCAT_2019_9472(See endnotes),KUCAT-PCM,586,Civil
2019,KUCAT_2019_948,KUCAT-PCM,412,Civil
2019,KUCAT_2019_949,KUCAT-PCM,486,Bio
2019,KUCAT_2019_950,KUCAT-PCB,514,Pharma
2019,KUCAT_2019_951,KUCAT-PCM,645,Civil
2019,KUCAT_2019_952,KUCAT-PCM,742,Civil
2019,KUCAT_2019_953,KUCAT-PCB,492,Pharma
2019,KUCAT_2019_954,KUCAT-PCM,1038,Design
2019,KUCAT_2019_955,KUCAT-PCB,548,Pharma
2019,KUCAT_2019_956,KUCAT-PCM,519,Communication
2019,KUCAT_2019_957,KUCAT-PCB,488,Pharma
2019,KUCAT_2019_958,KUCAT-PCM,811,Auto
2019,KUCAT_2019_959,KUCAT-PCM,450,CS
2019,KUCAT_2019_960,KUCAT-PCM,830,CE
2019,KUCAT_2019_961,KUCAT-PCM,1403,CE
2019,KUCAT_2019_962,KUCAT-PCB,553,Bio
2019,KUCAT_2019_963,KUCAT-PCM,494,Arch
2019,KUCAT_2019_964,KUCAT-PCM,722,Civil
2019,KUCAT_2019_965,KUCAT-PCM,698,CE
2019,KUCAT_2019_966,KUCAT-PCM,480,Computational
2019,KUCAT_2019_967,KUCAT-PCM,792,CE
2019,KUCAT_2019_968,KUCAT-PCM,1182,Civil
2019,KUCAT_2019_969,KUCAT-PCM,589,Civil
2019,KUCAT_2019_970,KUCAT-PCM,659,Computational
2019,KUCAT_2019_971,KUCAT-PCM,792,CE
2019,KUCAT_2019_972,KUCAT-PCM,945,Geo
2019,KUCAT_2019_973,KUCAT-PCB,427,Pharma
2019,KUCAT_2019_974,KUCAT-PCM,668,Arch
2019,KUCAT_2019_975,KUCAT-PCM,517,CS
2019,KUCAT_2019_976,KUCAT-PCM,725,Communication
2019,KUCAT_2019_977,KUCAT-PCM,721,Chem
2019,KUCAT_2019_978,KUCAT-PCM,630,Civil
2019,KUCAT_2019_979,KUCAT-PCM,699,Civil
2019,KUCAT_2019_980,KUCAT-PCM,475,Civil
2019,KUCAT_2019_981,KUCAT-PCM,775,Civil
2019,KUCAT_2019_982,KUCAT-PCM,569,Civil
2019,KUCAT_2019_983,KUCAT-PCM,411,Civil
2019,KUCAT_2019_984,KUCAT-PCM,490,Civil
2019,KUCAT_2019_985,KUCAT-PCB,541,Pharma
2019,KUCAT_2019_986,KUCAT-PCM,820,CE
2019,KUCAT_2019_987,KUCAT-PCM,0,CE
2019,KUCAT_2019_988,KUCAT-PCM,692,Civil
2019,KUCAT_2019_989,KUCAT-PCM,645,CE
2019,KUCAT_2019_990,KUCAT-PCM,970,Civil
2019,KUCAT_2019_991,KUCAT-PCM,636,Civil
2019,KUCAT_2019_992,KUCAT-PCM,631,CE
2019,KUCAT_2019_993,KUCAT-PCM,616,Civil
2019,KUCAT_2019_994,KUCAT-PCM,895,Civil
2019,KUCAT_2019_995,KUCAT-PCM,782,CS
2019,KUCAT_2019_996,KUCAT-PCM,740,Auto
2019,KUCAT_2019_997,KUCAT-PCM,714,Auto
2019,KUCAT_2019_998,KUCAT-PCM,587,CE
2019,KUCAT_2019_999,KUCAT-PCM,838,Civil
2019,KUCAT_2019_1000,KUCAT-PCM,755,Power
2019,KUCAT_2019_10012(See endnotes),KUCAT-PCM,528,Civil
2019,KUCAT_2019_1002,KUCAT-PCM,799,Civil
2019,KUCAT_2019_1003,KUCAT-PCM,508,Civil
2019,KUCAT_2019_1004,KUCAT-PCM,473,Arch
2019,KUCAT_2019_1005,KUCAT-PCM,765,Civil
2019,KUCAT_2019_1006,KUCAT-PCM,452,CE
2019,KUCAT_2019_1007,KUCAT-PCM,819,Geo
2019,KUCAT_2019_1008,KUCAT-PCB,558,Pharma
2019,KUCAT_2019_1009,KUCAT-PCM,498,CE
2019,KUCAT_2019_1010,KUCAT-PCM,642,CE
2019,KUCAT_2019_1011,KUCAT-PCM,1244,Civil
2019,KUCAT_2019_968,KUCAT-PCM,1182,Civil
2019,KUCAT_2019_969,KUCAT-PCM,589,Civil
2019,KUCAT_2019_970,KUCAT-PCM,659,Computational
2019,KUCAT_2019_971,KUCAT-PCM,792,CE
2019,KUCAT_2019_972,KUCAT-PCM,945,Geo
2019,KUCAT_2019_973,KUCAT-PCB,427,Pharma
2019,KUCAT_2019_974,KUCAT-PCM,668,Arch
2019,KUCAT_2019_975,KUCAT-PCM,517,CS
2019,KUCAT_2019_976,KUCAT-PCM,725,Communication
2019,KUCAT_2019_977,KUCAT-PCM,721,Chem
2019,KUCAT_2019_978,KUCAT-PCM,630,Civil
2019,KUCAT_2019_979,KUCAT-PCM,699,Civil
2019,KUCAT_2019_980,KUCAT-PCM,475,Civil
2019,KUCAT_2019_981,KUCAT-PCM,775,Civil
2019,KUCAT_2019_982,KUCAT-PCM,569,Civil
2019,KUCAT_2019_983,KUCAT-PCM,411,Civil
2019,KUCAT_2019_984,KUCAT-PCM,490,Civil
2019,KUCAT_2019_985,KUCAT-PCB,541,Pharma
2019,KUCAT_2019_986,KUCAT-PCM,820,CE
2019,KUCAT_2019_987,KUCAT-PCM,0,CE
2019,KUCAT_2019_988,KUCAT-PCM,692,Civil
2019,KUCAT_2019_989,KUCAT-PCM,645,CE
2019,KUCAT_2019_990,KUCAT-PCM,970,Civil
2019,KUCAT_2019_991,KUCAT-PCM,636,Civil
2019,KUCAT_2019_992,KUCAT-PCM,631,CE
2019,KUCAT_2019_993,KUCAT-PCM,616,Civil
2019,KUCAT_2019_994,KUCAT-PCM,895,Civil
2019,KUCAT_2019_995,KUCAT-PCM,782,CS
2019,KUCAT_2019_996,KUCAT-PCM,740,Auto
2019,KUCAT_2019_997,KUCAT-PCM,714,Auto
2019,KUCAT_2019_998,KUCAT-PCM,587,CE
2019,KUCAT_2019_999,KUCAT-PCM,838,Civil
2019,KUCAT_2019_1000,KUCAT-PCM,755,Power
2019,KUCAT_2019_10012(See endnotes),KUCAT-PCM,528,Civil
2019,KUCAT_2019_1002,KUCAT-PCM,799,Civil
2019,KUCAT_2019_1003,KUCAT-PCM,508,Civil
2019,KUCAT_2019_1004,KUCAT-PCM,473,Arch
2019,KUCAT_2019_1005,KUCAT-PCM,765,Civil
2019,KUCAT_2019_1006,KUCAT-PCM,452,CE
2019,KUCAT_2019_1007,KUCAT-PCM,819,Geo
2019,KUCAT_2019_1008,KUCAT-PCB,558,Pharma
2019,KUCAT_2019_1009,KUCAT-PCM,498,CE
2019,KUCAT_2019_1010,KUCAT-PCM,642,CE
2019,KUCAT_2019_1011,KUCAT-PCM,1244,Civil
2019,KUCAT_2019_1012,KUCAT-PCM,933,CE
2019,KUCAT_2019_1013,KUCAT-PCM,648,Bio
2019,KUCAT_2019_1014,KUCAT-PCM,729,CE
2019,KUCAT_2019_1015,KUCAT-PCM,462,CE
2019,KUCAT_2019_1016,KUCAT-PCM,466,CE
2019,KUCAT_2019_1017,KUCAT-PCM,642,CE
2019,KUCAT_2019_1018,KUCAT-PCM,585,Civil
2019,KUCAT_2019_1019,KUCAT-PCM,717,CE
2019,KUCAT_2019_1020,KUCAT-PCM,837,CE
2019,KUCAT_2019_1021,KUCAT-PCM,467,Civil
2019,KUCAT_2019_1022,KUCAT-PCM,721,CE
2019,KUCAT_2019_1023,KUCAT-PCM,541,CE
2019,KUCAT_2019_1024,KUCAT-PCM,754,Civil
2019,KUCAT_2019_1025,KUCAT-PCM,875,CE
2019,KUCAT_2019_1026,KUCAT-PCM,927,CE
2019,KUCAT_2019_1027,KUCAT-PCB,1029,Pharma
2019,KUCAT_2019_1028,KUCAT-PCB,650,Bio
2019,KUCAT_2019_1029,KUCAT-PCM,452,Civil
2019,KUCAT_2019_1030,KUCAT-PCM,899,Arch
2019,KUCAT_2019_1031,KUCAT-PCB,564,Bio
2019,KUCAT_2019_1032,KUCAT-PCM,883,Civil
2019,KUCAT_2019_1033,KUCAT-PCM,737,Civil
